".rownames","notfullypaid.fctr","notfullypaid.fctr.predict.MFO.myMFO_classfr.prob","notfullypaid.fctr.predict.MFO.myMFO_classfr","notfullypaid.fctr.predict.MFO.myMFO_classfr.accurate"
"1225","Y",0.160029828486204,"N",FALSE
"1226","N",0.160029828486204,"N",TRUE
"1227","N",0.160029828486204,"N",TRUE
"1236","N",0.160029828486204,"N",TRUE
"1240","N",0.160029828486204,"N",TRUE
"1244","N",0.160029828486204,"N",TRUE
"125","N",0.160029828486204,"N",TRUE
"1255","N",0.160029828486204,"N",TRUE
"1259","N",0.160029828486204,"N",TRUE
"1263","N",0.160029828486204,"N",TRUE
"1265","N",0.160029828486204,"N",TRUE
"1269","N",0.160029828486204,"N",TRUE
"127","N",0.160029828486204,"N",TRUE
"1271","Y",0.160029828486204,"N",FALSE
"1272","N",0.160029828486204,"N",TRUE
"1277","N",0.160029828486204,"N",TRUE
"1285","N",0.160029828486204,"N",TRUE
"1286","N",0.160029828486204,"N",TRUE
"1287","N",0.160029828486204,"N",TRUE
"1290","N",0.160029828486204,"N",TRUE
"1294","N",0.160029828486204,"N",TRUE
"1296","N",0.160029828486204,"N",TRUE
"1297","N",0.160029828486204,"N",TRUE
"1298","N",0.160029828486204,"N",TRUE
"1304","N",0.160029828486204,"N",TRUE
"1305","Y",0.160029828486204,"N",FALSE
"1309","N",0.160029828486204,"N",TRUE
"131","Y",0.160029828486204,"N",FALSE
"1313","N",0.160029828486204,"N",TRUE
"1315","Y",0.160029828486204,"N",FALSE
"1317","N",0.160029828486204,"N",TRUE
"132","N",0.160029828486204,"N",TRUE
"1322","N",0.160029828486204,"N",TRUE
"1326","N",0.160029828486204,"N",TRUE
"1330","N",0.160029828486204,"N",TRUE
"1333","N",0.160029828486204,"N",TRUE
"1338","N",0.160029828486204,"N",TRUE
"134","N",0.160029828486204,"N",TRUE
"1342","Y",0.160029828486204,"N",FALSE
"1343","N",0.160029828486204,"N",TRUE
"1344","Y",0.160029828486204,"N",FALSE
"135","Y",0.160029828486204,"N",FALSE
"1350","N",0.160029828486204,"N",TRUE
"1354","N",0.160029828486204,"N",TRUE
"1356","N",0.160029828486204,"N",TRUE
"1358","Y",0.160029828486204,"N",FALSE
"1359","N",0.160029828486204,"N",TRUE
"1361","N",0.160029828486204,"N",TRUE
"1363","Y",0.160029828486204,"N",FALSE
"1366","N",0.160029828486204,"N",TRUE
"1378","N",0.160029828486204,"N",TRUE
"1384","Y",0.160029828486204,"N",FALSE
"1387","N",0.160029828486204,"N",TRUE
"1389","Y",0.160029828486204,"N",FALSE
"1393","N",0.160029828486204,"N",TRUE
"1396","N",0.160029828486204,"N",TRUE
"1400","Y",0.160029828486204,"N",FALSE
"1407","N",0.160029828486204,"N",TRUE
"1411","Y",0.160029828486204,"N",FALSE
"1413","N",0.160029828486204,"N",TRUE
"1421","Y",0.160029828486204,"N",FALSE
"1422","N",0.160029828486204,"N",TRUE
"1423","N",0.160029828486204,"N",TRUE
"1427","Y",0.160029828486204,"N",FALSE
"1431","N",0.160029828486204,"N",TRUE
"1436","N",0.160029828486204,"N",TRUE
"1437","Y",0.160029828486204,"N",FALSE
"1439","N",0.160029828486204,"N",TRUE
"1443","N",0.160029828486204,"N",TRUE
"1444","N",0.160029828486204,"N",TRUE
"1446","N",0.160029828486204,"N",TRUE
"1448","N",0.160029828486204,"N",TRUE
"1449","N",0.160029828486204,"N",TRUE
"1451","N",0.160029828486204,"N",TRUE
"1452","N",0.160029828486204,"N",TRUE
"1454","N",0.160029828486204,"N",TRUE
"1457","N",0.160029828486204,"N",TRUE
"1458","N",0.160029828486204,"N",TRUE
"1460","N",0.160029828486204,"N",TRUE
"1461","N",0.160029828486204,"N",TRUE
"1464","N",0.160029828486204,"N",TRUE
"1466","N",0.160029828486204,"N",TRUE
"1470","N",0.160029828486204,"N",TRUE
"1473","N",0.160029828486204,"N",TRUE
"1476","N",0.160029828486204,"N",TRUE
"1480","N",0.160029828486204,"N",TRUE
"1481","N",0.160029828486204,"N",TRUE
"1482","N",0.160029828486204,"N",TRUE
"1484","N",0.160029828486204,"N",TRUE
"1485","N",0.160029828486204,"N",TRUE
"1487","N",0.160029828486204,"N",TRUE
"1488","N",0.160029828486204,"N",TRUE
"1497","N",0.160029828486204,"N",TRUE
"1503","N",0.160029828486204,"N",TRUE
"1504","N",0.160029828486204,"N",TRUE
"1505","N",0.160029828486204,"N",TRUE
"1507","N",0.160029828486204,"N",TRUE
"1510","N",0.160029828486204,"N",TRUE
"1511","N",0.160029828486204,"N",TRUE
"1513","N",0.160029828486204,"N",TRUE
"1518","N",0.160029828486204,"N",TRUE
"1523","N",0.160029828486204,"N",TRUE
"1524","Y",0.160029828486204,"N",FALSE
"1536","N",0.160029828486204,"N",TRUE
"1537","N",0.160029828486204,"N",TRUE
"1540","Y",0.160029828486204,"N",FALSE
"1541","N",0.160029828486204,"N",TRUE
"1542","Y",0.160029828486204,"N",FALSE
"1545","Y",0.160029828486204,"N",FALSE
"1546","N",0.160029828486204,"N",TRUE
"1547","N",0.160029828486204,"N",TRUE
"1548","N",0.160029828486204,"N",TRUE
"1550","N",0.160029828486204,"N",TRUE
"1554","N",0.160029828486204,"N",TRUE
"1556","N",0.160029828486204,"N",TRUE
"1558","N",0.160029828486204,"N",TRUE
"1559","Y",0.160029828486204,"N",FALSE
"1562","N",0.160029828486204,"N",TRUE
"1563","N",0.160029828486204,"N",TRUE
"1564","N",0.160029828486204,"N",TRUE
"1568","N",0.160029828486204,"N",TRUE
"1570","N",0.160029828486204,"N",TRUE
"1575","N",0.160029828486204,"N",TRUE
"1578","N",0.160029828486204,"N",TRUE
"1581","N",0.160029828486204,"N",TRUE
"1589","N",0.160029828486204,"N",TRUE
"159","N",0.160029828486204,"N",TRUE
"1593","N",0.160029828486204,"N",TRUE
"1595","N",0.160029828486204,"N",TRUE
"1600","N",0.160029828486204,"N",TRUE
"1606","Y",0.160029828486204,"N",FALSE
"1607","N",0.160029828486204,"N",TRUE
"1608","N",0.160029828486204,"N",TRUE
"1613","N",0.160029828486204,"N",TRUE
"1617","N",0.160029828486204,"N",TRUE
"1622","N",0.160029828486204,"N",TRUE
"1624","N",0.160029828486204,"N",TRUE
"1626","N",0.160029828486204,"N",TRUE
"1627","N",0.160029828486204,"N",TRUE
"163","N",0.160029828486204,"N",TRUE
"1631","N",0.160029828486204,"N",TRUE
"1633","N",0.160029828486204,"N",TRUE
"164","N",0.160029828486204,"N",TRUE
"1640","Y",0.160029828486204,"N",FALSE
"1648","N",0.160029828486204,"N",TRUE
"1650","N",0.160029828486204,"N",TRUE
"1652","N",0.160029828486204,"N",TRUE
"1664","N",0.160029828486204,"N",TRUE
"1667","N",0.160029828486204,"N",TRUE
"1669","N",0.160029828486204,"N",TRUE
"1670","N",0.160029828486204,"N",TRUE
"1674","Y",0.160029828486204,"N",FALSE
"1677","N",0.160029828486204,"N",TRUE
"1679","Y",0.160029828486204,"N",FALSE
"1680","N",0.160029828486204,"N",TRUE
"1682","N",0.160029828486204,"N",TRUE
"1686","N",0.160029828486204,"N",TRUE
"1687","Y",0.160029828486204,"N",FALSE
"169","N",0.160029828486204,"N",TRUE
"1692","Y",0.160029828486204,"N",FALSE
"1695","N",0.160029828486204,"N",TRUE
"1703","N",0.160029828486204,"N",TRUE
"1704","N",0.160029828486204,"N",TRUE
"1707","N",0.160029828486204,"N",TRUE
"1711","N",0.160029828486204,"N",TRUE
"1714","N",0.160029828486204,"N",TRUE
"1729","N",0.160029828486204,"N",TRUE
"1730","N",0.160029828486204,"N",TRUE
"1733","N",0.160029828486204,"N",TRUE
"1735","N",0.160029828486204,"N",TRUE
"1737","N",0.160029828486204,"N",TRUE
"1739","N",0.160029828486204,"N",TRUE
"174","N",0.160029828486204,"N",TRUE
"1742","N",0.160029828486204,"N",TRUE
"1746","N",0.160029828486204,"N",TRUE
"1747","N",0.160029828486204,"N",TRUE
"1749","N",0.160029828486204,"N",TRUE
"1750","N",0.160029828486204,"N",TRUE
"1753","Y",0.160029828486204,"N",FALSE
"1755","Y",0.160029828486204,"N",FALSE
"1762","Y",0.160029828486204,"N",FALSE
"1764","N",0.160029828486204,"N",TRUE
"1767","N",0.160029828486204,"N",TRUE
"1768","N",0.160029828486204,"N",TRUE
"1771","N",0.160029828486204,"N",TRUE
"1773","Y",0.160029828486204,"N",FALSE
"1776","N",0.160029828486204,"N",TRUE
"1779","N",0.160029828486204,"N",TRUE
"1781","N",0.160029828486204,"N",TRUE
"1789","N",0.160029828486204,"N",TRUE
"1794","N",0.160029828486204,"N",TRUE
"1797","N",0.160029828486204,"N",TRUE
"180","N",0.160029828486204,"N",TRUE
"1802","N",0.160029828486204,"N",TRUE
"1805","N",0.160029828486204,"N",TRUE
"1811","Y",0.160029828486204,"N",FALSE
"1814","N",0.160029828486204,"N",TRUE
"1819","N",0.160029828486204,"N",TRUE
"1826","N",0.160029828486204,"N",TRUE
"1835","N",0.160029828486204,"N",TRUE
"1836","N",0.160029828486204,"N",TRUE
"1840","N",0.160029828486204,"N",TRUE
"1847","N",0.160029828486204,"N",TRUE
"1850","N",0.160029828486204,"N",TRUE
"1859","Y",0.160029828486204,"N",FALSE
"1860","N",0.160029828486204,"N",TRUE
"1862","N",0.160029828486204,"N",TRUE
"1863","N",0.160029828486204,"N",TRUE
"1869","N",0.160029828486204,"N",TRUE
"187","N",0.160029828486204,"N",TRUE
"1873","N",0.160029828486204,"N",TRUE
"1877","N",0.160029828486204,"N",TRUE
"1882","N",0.160029828486204,"N",TRUE
"1886","Y",0.160029828486204,"N",FALSE
"1887","N",0.160029828486204,"N",TRUE
"1899","N",0.160029828486204,"N",TRUE
"190","N",0.160029828486204,"N",TRUE
"1901","N",0.160029828486204,"N",TRUE
"1902","N",0.160029828486204,"N",TRUE
"1904","N",0.160029828486204,"N",TRUE
"1908","N",0.160029828486204,"N",TRUE
"191","N",0.160029828486204,"N",TRUE
"1914","N",0.160029828486204,"N",TRUE
"1915","N",0.160029828486204,"N",TRUE
"1917","Y",0.160029828486204,"N",FALSE
"1922","N",0.160029828486204,"N",TRUE
"1924","N",0.160029828486204,"N",TRUE
"1927","N",0.160029828486204,"N",TRUE
"193","N",0.160029828486204,"N",TRUE
"1930","N",0.160029828486204,"N",TRUE
"1933","N",0.160029828486204,"N",TRUE
"1936","N",0.160029828486204,"N",TRUE
"1938","N",0.160029828486204,"N",TRUE
"1946","N",0.160029828486204,"N",TRUE
"1947","N",0.160029828486204,"N",TRUE
"195","N",0.160029828486204,"N",TRUE
"1957","N",0.160029828486204,"N",TRUE
"1958","N",0.160029828486204,"N",TRUE
"1959","N",0.160029828486204,"N",TRUE
"196","N",0.160029828486204,"N",TRUE
"1960","N",0.160029828486204,"N",TRUE
"1963","N",0.160029828486204,"N",TRUE
"1967","Y",0.160029828486204,"N",FALSE
"1968","N",0.160029828486204,"N",TRUE
"197","N",0.160029828486204,"N",TRUE
"1971","N",0.160029828486204,"N",TRUE
"1972","N",0.160029828486204,"N",TRUE
"1978","N",0.160029828486204,"N",TRUE
"198","N",0.160029828486204,"N",TRUE
"1981","N",0.160029828486204,"N",TRUE
"1982","Y",0.160029828486204,"N",FALSE
"1983","N",0.160029828486204,"N",TRUE
"1986","N",0.160029828486204,"N",TRUE
"199","N",0.160029828486204,"N",TRUE
"1992","N",0.160029828486204,"N",TRUE
"1994","N",0.160029828486204,"N",TRUE
"1996","N",0.160029828486204,"N",TRUE
"1997","Y",0.160029828486204,"N",FALSE
"2","N",0.160029828486204,"N",TRUE
"2002","Y",0.160029828486204,"N",FALSE
"2005","N",0.160029828486204,"N",TRUE
"2011","Y",0.160029828486204,"N",FALSE
"2013","N",0.160029828486204,"N",TRUE
"2017","N",0.160029828486204,"N",TRUE
"2024","N",0.160029828486204,"N",TRUE
"2028","N",0.160029828486204,"N",TRUE
"203","N",0.160029828486204,"N",TRUE
"2033","N",0.160029828486204,"N",TRUE
"2039","N",0.160029828486204,"N",TRUE
"2042","N",0.160029828486204,"N",TRUE
"2043","N",0.160029828486204,"N",TRUE
"2044","N",0.160029828486204,"N",TRUE
"2052","N",0.160029828486204,"N",TRUE
"2053","N",0.160029828486204,"N",TRUE
"2054","N",0.160029828486204,"N",TRUE
"2060","N",0.160029828486204,"N",TRUE
"2061","N",0.160029828486204,"N",TRUE
"2066","N",0.160029828486204,"N",TRUE
"2067","N",0.160029828486204,"N",TRUE
"2069","N",0.160029828486204,"N",TRUE
"2070","N",0.160029828486204,"N",TRUE
"2084","Y",0.160029828486204,"N",FALSE
"2086","N",0.160029828486204,"N",TRUE
"2090","N",0.160029828486204,"N",TRUE
"2092","N",0.160029828486204,"N",TRUE
"2093","N",0.160029828486204,"N",TRUE
"21","N",0.160029828486204,"N",TRUE
"2101","N",0.160029828486204,"N",TRUE
"2102","N",0.160029828486204,"N",TRUE
"2107","N",0.160029828486204,"N",TRUE
"2108","N",0.160029828486204,"N",TRUE
"211","N",0.160029828486204,"N",TRUE
"2111","N",0.160029828486204,"N",TRUE
"2112","N",0.160029828486204,"N",TRUE
"2117","N",0.160029828486204,"N",TRUE
"212","Y",0.160029828486204,"N",FALSE
"2130","Y",0.160029828486204,"N",FALSE
"2131","N",0.160029828486204,"N",TRUE
"2135","N",0.160029828486204,"N",TRUE
"2138","N",0.160029828486204,"N",TRUE
"214","N",0.160029828486204,"N",TRUE
"2141","N",0.160029828486204,"N",TRUE
"2142","N",0.160029828486204,"N",TRUE
"2145","N",0.160029828486204,"N",TRUE
"2146","N",0.160029828486204,"N",TRUE
"2147","N",0.160029828486204,"N",TRUE
"2148","N",0.160029828486204,"N",TRUE
"215","N",0.160029828486204,"N",TRUE
"2154","N",0.160029828486204,"N",TRUE
"2157","N",0.160029828486204,"N",TRUE
"2158","N",0.160029828486204,"N",TRUE
"216","N",0.160029828486204,"N",TRUE
"2166","Y",0.160029828486204,"N",FALSE
"2168","N",0.160029828486204,"N",TRUE
"2173","N",0.160029828486204,"N",TRUE
"2179","N",0.160029828486204,"N",TRUE
"2188","N",0.160029828486204,"N",TRUE
"2191","N",0.160029828486204,"N",TRUE
"2192","N",0.160029828486204,"N",TRUE
"2199","N",0.160029828486204,"N",TRUE
"2202","N",0.160029828486204,"N",TRUE
"2204","N",0.160029828486204,"N",TRUE
"2229","N",0.160029828486204,"N",TRUE
"2231","N",0.160029828486204,"N",TRUE
"2232","N",0.160029828486204,"N",TRUE
"2236","N",0.160029828486204,"N",TRUE
"2238","N",0.160029828486204,"N",TRUE
"2243","Y",0.160029828486204,"N",FALSE
"2247","N",0.160029828486204,"N",TRUE
"2250","Y",0.160029828486204,"N",FALSE
"2257","N",0.160029828486204,"N",TRUE
"2261","N",0.160029828486204,"N",TRUE
"2263","Y",0.160029828486204,"N",FALSE
"2273","N",0.160029828486204,"N",TRUE
"2274","N",0.160029828486204,"N",TRUE
"2277","N",0.160029828486204,"N",TRUE
"2278","N",0.160029828486204,"N",TRUE
"2287","N",0.160029828486204,"N",TRUE
"2288","N",0.160029828486204,"N",TRUE
"2290","N",0.160029828486204,"N",TRUE
"2294","Y",0.160029828486204,"N",FALSE
"2296","N",0.160029828486204,"N",TRUE
"2298","N",0.160029828486204,"N",TRUE
"2302","N",0.160029828486204,"N",TRUE
"2304","N",0.160029828486204,"N",TRUE
"2306","N",0.160029828486204,"N",TRUE
"2311","N",0.160029828486204,"N",TRUE
"2319","N",0.160029828486204,"N",TRUE
"2320","N",0.160029828486204,"N",TRUE
"2322","N",0.160029828486204,"N",TRUE
"2324","N",0.160029828486204,"N",TRUE
"2325","N",0.160029828486204,"N",TRUE
"233","N",0.160029828486204,"N",TRUE
"2331","N",0.160029828486204,"N",TRUE
"2332","N",0.160029828486204,"N",TRUE
"234","Y",0.160029828486204,"N",FALSE
"2349","Y",0.160029828486204,"N",FALSE
"235","N",0.160029828486204,"N",TRUE
"2351","N",0.160029828486204,"N",TRUE
"2352","N",0.160029828486204,"N",TRUE
"2353","N",0.160029828486204,"N",TRUE
"2358","N",0.160029828486204,"N",TRUE
"2366","N",0.160029828486204,"N",TRUE
"2367","N",0.160029828486204,"N",TRUE
"2368","N",0.160029828486204,"N",TRUE
"2374","N",0.160029828486204,"N",TRUE
"2375","N",0.160029828486204,"N",TRUE
"2376","N",0.160029828486204,"N",TRUE
"2378","N",0.160029828486204,"N",TRUE
"2379","N",0.160029828486204,"N",TRUE
"238","Y",0.160029828486204,"N",FALSE
"2386","N",0.160029828486204,"N",TRUE
"2389","N",0.160029828486204,"N",TRUE
"2392","N",0.160029828486204,"N",TRUE
"2393","N",0.160029828486204,"N",TRUE
"240","N",0.160029828486204,"N",TRUE
"2405","Y",0.160029828486204,"N",FALSE
"2409","N",0.160029828486204,"N",TRUE
"2410","N",0.160029828486204,"N",TRUE
"2413","N",0.160029828486204,"N",TRUE
"2415","N",0.160029828486204,"N",TRUE
"2416","N",0.160029828486204,"N",TRUE
"2422","N",0.160029828486204,"N",TRUE
"2423","N",0.160029828486204,"N",TRUE
"2426","N",0.160029828486204,"N",TRUE
"2429","N",0.160029828486204,"N",TRUE
"2430","N",0.160029828486204,"N",TRUE
"2434","N",0.160029828486204,"N",TRUE
"244","N",0.160029828486204,"N",TRUE
"2440","Y",0.160029828486204,"N",FALSE
"2444","N",0.160029828486204,"N",TRUE
"2449","N",0.160029828486204,"N",TRUE
"2450","N",0.160029828486204,"N",TRUE
"2451","N",0.160029828486204,"N",TRUE
"2453","N",0.160029828486204,"N",TRUE
"2455","N",0.160029828486204,"N",TRUE
"2461","N",0.160029828486204,"N",TRUE
"2465","N",0.160029828486204,"N",TRUE
"2466","N",0.160029828486204,"N",TRUE
"247","N",0.160029828486204,"N",TRUE
"2471","N",0.160029828486204,"N",TRUE
"248","N",0.160029828486204,"N",TRUE
"2482","N",0.160029828486204,"N",TRUE
"2484","N",0.160029828486204,"N",TRUE
"2485","N",0.160029828486204,"N",TRUE
"2488","N",0.160029828486204,"N",TRUE
"2493","N",0.160029828486204,"N",TRUE
"2494","N",0.160029828486204,"N",TRUE
"2496","N",0.160029828486204,"N",TRUE
"2498","N",0.160029828486204,"N",TRUE
"2506","N",0.160029828486204,"N",TRUE
"2507","N",0.160029828486204,"N",TRUE
"2509","N",0.160029828486204,"N",TRUE
"251","Y",0.160029828486204,"N",FALSE
"2511","N",0.160029828486204,"N",TRUE
"2517","N",0.160029828486204,"N",TRUE
"2518","N",0.160029828486204,"N",TRUE
"2520","N",0.160029828486204,"N",TRUE
"2522","N",0.160029828486204,"N",TRUE
"2529","N",0.160029828486204,"N",TRUE
"253","N",0.160029828486204,"N",TRUE
"2531","N",0.160029828486204,"N",TRUE
"2542","N",0.160029828486204,"N",TRUE
"255","N",0.160029828486204,"N",TRUE
"2550","N",0.160029828486204,"N",TRUE
"2556","N",0.160029828486204,"N",TRUE
"2558","N",0.160029828486204,"N",TRUE
"2563","N",0.160029828486204,"N",TRUE
"2564","N",0.160029828486204,"N",TRUE
"2568","N",0.160029828486204,"N",TRUE
"2571","N",0.160029828486204,"N",TRUE
"2573","N",0.160029828486204,"N",TRUE
"2574","N",0.160029828486204,"N",TRUE
"2579","N",0.160029828486204,"N",TRUE
"258","N",0.160029828486204,"N",TRUE
"2582","N",0.160029828486204,"N",TRUE
"2586","N",0.160029828486204,"N",TRUE
"2588","Y",0.160029828486204,"N",FALSE
"2589","N",0.160029828486204,"N",TRUE
"2591","N",0.160029828486204,"N",TRUE
"2594","Y",0.160029828486204,"N",FALSE
"2596","N",0.160029828486204,"N",TRUE
"2599","N",0.160029828486204,"N",TRUE
"260","N",0.160029828486204,"N",TRUE
"2600","N",0.160029828486204,"N",TRUE
"2610","N",0.160029828486204,"N",TRUE
"2612","Y",0.160029828486204,"N",FALSE
"2613","N",0.160029828486204,"N",TRUE
"2618","N",0.160029828486204,"N",TRUE
"2619","N",0.160029828486204,"N",TRUE
"2620","N",0.160029828486204,"N",TRUE
"2622","N",0.160029828486204,"N",TRUE
"2624","N",0.160029828486204,"N",TRUE
"263","Y",0.160029828486204,"N",FALSE
"2631","N",0.160029828486204,"N",TRUE
"2636","N",0.160029828486204,"N",TRUE
"2640","N",0.160029828486204,"N",TRUE
"2647","N",0.160029828486204,"N",TRUE
"2665","N",0.160029828486204,"N",TRUE
"2671","N",0.160029828486204,"N",TRUE
"2673","N",0.160029828486204,"N",TRUE
"2676","N",0.160029828486204,"N",TRUE
"2681","N",0.160029828486204,"N",TRUE
"2682","N",0.160029828486204,"N",TRUE
"2684","Y",0.160029828486204,"N",FALSE
"2685","N",0.160029828486204,"N",TRUE
"2686","N",0.160029828486204,"N",TRUE
"2687","N",0.160029828486204,"N",TRUE
"2688","N",0.160029828486204,"N",TRUE
"2690","N",0.160029828486204,"N",TRUE
"2692","N",0.160029828486204,"N",TRUE
"2693","N",0.160029828486204,"N",TRUE
"2701","N",0.160029828486204,"N",TRUE
"2708","Y",0.160029828486204,"N",FALSE
"2709","N",0.160029828486204,"N",TRUE
"2722","N",0.160029828486204,"N",TRUE
"2725","N",0.160029828486204,"N",TRUE
"2727","N",0.160029828486204,"N",TRUE
"2728","N",0.160029828486204,"N",TRUE
"2729","N",0.160029828486204,"N",TRUE
"2731","Y",0.160029828486204,"N",FALSE
"2733","N",0.160029828486204,"N",TRUE
"2737","N",0.160029828486204,"N",TRUE
"2739","N",0.160029828486204,"N",TRUE
"274","N",0.160029828486204,"N",TRUE
"2747","N",0.160029828486204,"N",TRUE
"275","Y",0.160029828486204,"N",FALSE
"2750","N",0.160029828486204,"N",TRUE
"2758","N",0.160029828486204,"N",TRUE
"2760","N",0.160029828486204,"N",TRUE
"2763","N",0.160029828486204,"N",TRUE
"2765","N",0.160029828486204,"N",TRUE
"2768","Y",0.160029828486204,"N",FALSE
"2771","Y",0.160029828486204,"N",FALSE
"2772","N",0.160029828486204,"N",TRUE
"2776","Y",0.160029828486204,"N",FALSE
"2777","N",0.160029828486204,"N",TRUE
"2779","N",0.160029828486204,"N",TRUE
"2784","N",0.160029828486204,"N",TRUE
"2786","N",0.160029828486204,"N",TRUE
"2789","Y",0.160029828486204,"N",FALSE
"279","N",0.160029828486204,"N",TRUE
"2790","N",0.160029828486204,"N",TRUE
"2792","N",0.160029828486204,"N",TRUE
"2798","N",0.160029828486204,"N",TRUE
"28","N",0.160029828486204,"N",TRUE
"2801","N",0.160029828486204,"N",TRUE
"2803","N",0.160029828486204,"N",TRUE
"281","N",0.160029828486204,"N",TRUE
"2814","N",0.160029828486204,"N",TRUE
"2816","N",0.160029828486204,"N",TRUE
"2819","Y",0.160029828486204,"N",FALSE
"2820","N",0.160029828486204,"N",TRUE
"2821","N",0.160029828486204,"N",TRUE
"2823","N",0.160029828486204,"N",TRUE
"2824","N",0.160029828486204,"N",TRUE
"2825","N",0.160029828486204,"N",TRUE
"2828","Y",0.160029828486204,"N",FALSE
"2831","N",0.160029828486204,"N",TRUE
"2834","N",0.160029828486204,"N",TRUE
"2835","N",0.160029828486204,"N",TRUE
"2838","N",0.160029828486204,"N",TRUE
"284","N",0.160029828486204,"N",TRUE
"2844","N",0.160029828486204,"N",TRUE
"2845","N",0.160029828486204,"N",TRUE
"2848","N",0.160029828486204,"N",TRUE
"2849","N",0.160029828486204,"N",TRUE
"2851","N",0.160029828486204,"N",TRUE
"2854","N",0.160029828486204,"N",TRUE
"2855","N",0.160029828486204,"N",TRUE
"2857","N",0.160029828486204,"N",TRUE
"2858","N",0.160029828486204,"N",TRUE
"2859","N",0.160029828486204,"N",TRUE
"286","N",0.160029828486204,"N",TRUE
"2862","Y",0.160029828486204,"N",FALSE
"2863","N",0.160029828486204,"N",TRUE
"2866","N",0.160029828486204,"N",TRUE
"2868","N",0.160029828486204,"N",TRUE
"2870","N",0.160029828486204,"N",TRUE
"2873","N",0.160029828486204,"N",TRUE
"2875","N",0.160029828486204,"N",TRUE
"2876","N",0.160029828486204,"N",TRUE
"2877","N",0.160029828486204,"N",TRUE
"2878","N",0.160029828486204,"N",TRUE
"2880","N",0.160029828486204,"N",TRUE
"2882","N",0.160029828486204,"N",TRUE
"2886","Y",0.160029828486204,"N",FALSE
"2890","N",0.160029828486204,"N",TRUE
"2892","N",0.160029828486204,"N",TRUE
"2893","N",0.160029828486204,"N",TRUE
"2898","N",0.160029828486204,"N",TRUE
"2902","Y",0.160029828486204,"N",FALSE
"2904","N",0.160029828486204,"N",TRUE
"2906","N",0.160029828486204,"N",TRUE
"2910","N",0.160029828486204,"N",TRUE
"2912","N",0.160029828486204,"N",TRUE
"2920","N",0.160029828486204,"N",TRUE
